Date,Business Unit,Revenue,Customer Count,Avg Deal Size,Profit Margin,Marketing Spend,Sales Team Size,Revenue Mom Growth,Revenue Yoy Growth,Revenue 3M Avg,Revenue 12M Sum,Customer Mom Growth,Revenue Per Customer
2022-01-31,International,492382.75,366,1345.31,0.294,48675.87,12,0.4758048543571758,0.2666655381869434,387626.1533333333,4790821.52,3.206896551724138,1345.3080601092895
2022-02-28,International,487446.07,129,3778.65,0.279,48297.2,5,-0.0100261026609888,0.0670475524835876,437821.86,4821450.0200000005,-0.6475409836065573,3778.651705426357
2022-03-31,International,457527.3,333,1373.96,0.194,54527.52,14,-0.0613786259472766,0.099860430630605,479118.7066666667,4862990.63,1.5813953488372094,1373.9558558558558
2022-04-30,International,552922.07,151,3661.74,0.224,58248.85,16,0.2085007167878287,0.2912261196047074,499298.48,4987697.95,-0.5465465465465466,3661.735562913907
2022-05-31,International,473782.82,175,2707.33,0.299,39361.46,19,-0.1431291212521142,-0.0351324123095908,494744.0633333333,4970446.739999999,0.1589403973509933,2707.3304
2022-06-30,International,515954.51,247,2088.88,0.2,32023.02,11,0.0890105935035803,0.1419898022828882,514219.8,5034598.17,0.4114285714285715,2088.8846558704454
2022-07-31,International,484585.49,214,2264.42,0.299,70307.42,10,-0.0607980343073268,0.1922657134488328,491440.94,5112742.81,-0.1336032388663968,2264.4181775700936
2022-08-31,International,349844.36,198,1766.89,0.298,27165.4,23,-0.2780544048068794,-0.044280037866626,450128.12,5096533.96,-0.0747663551401869,1766.890707070707
2022-09-30,International,392942.95,80,4911.79,0.255,30767.38,8,0.1231936110103362,0.3428600359665343,409124.2666666666,5196860.45,-0.595959595959596,4911.786875
2022-10-31,International,357375.02,82,4358.23,0.209,30765.74,14,-0.0905167785807073,0.1203806851929683,366720.7766666667,5235259.05,0.0249999999999999,4358.231951219513
2022-11-30,International,392620.2,371,1058.28,0.257,30401.03,6,0.0986223939210972,0.165532932997624,380979.3900000001,5291020.3,3.524390243902439,1058.2754716981133
2022-12-31,International,483186.58,150,3221.24,0.289,30260.98,20,0.2306717280465957,0.4482414347867423,411060.6,5440570.12,-0.5956873315363882,3221.2438666666667
2023-01-31,International,443327.84,314,1411.87,0.152,34771.95,20,-0.0824914052869597,-0.0996275966207183,439711.54,5391515.21,1.0933333333333333,1411.8721019108282
2023-02-28,International,477654.02,172,2777.06,0.187,26336.73,20,0.0774284330981784,-0.0200884787110909,468056.1466666667,5381723.16,-0.4522292993630573,2777.0582558139536
2023-03-31,International,515026.26,353,1459.0,0.163,51077.55,23,0.0782412341049698,0.1256732876923409,478669.37333333335,5439222.12,1.052325581395349,1458.9979036827197
2023-04-30,International,537125.61,152,3533.72,0.161,34870.06,23,0.0429091712721598,-0.0285690531398031,509935.2966666666,5423425.66,-0.5694050991501416,3533.7211184210523
2023-05-31,International,560953.85,116,4835.81,0.167,41970.06,22,0.0443625095440896,0.1839894278986307,537701.9066666666,5510596.69,-0.2368421052631578,4835.809051724138
2023-06-30,International,544042.97,134,4060.02,0.271,70221.85,12,-0.0301466511015121,0.0544397993536289,547374.1433333332,5538685.149999999,0.1551724137931034,4060.022164179105
2023-07-31,International,488790.13,119,4107.48,0.226,68846.3,14,-0.101559698492198,0.008676776516771,531262.3166666667,5542889.790000001,-0.1119402985074626,4107.480084033614
2023-08-31,International,462136.48,104,4443.62,0.348,37219.56,24,-0.054529844945928,0.3209773626191945,498323.19333333336,5655181.91,-0.1260504201680672,4443.62
2023-09-30,International,384472.6,309,1244.25,0.342,23038.89,11,-0.1680539913230827,-0.0215561826468703,445133.07,5646711.56,1.9711538461538465,1244.2478964401294
2023-10-31,International,442050.52,126,3508.34,0.203,25691.42,12,0.1497581882297984,0.2369373774361733,429553.2,5731387.0600000005,-0.5922330097087378,3508.3374603174607
2023-11-30,International,376733.46,222,1697.0,0.165,18937.48,19,-0.1477592651627239,-0.0404633791129442,401085.5266666667,5715500.32,0.7619047619047619,1696.9975675675676
2023-12-31,International,569879.17,151,3774.03,0.244,30354.04,14,0.5126853080689993,0.179418455702971,462887.7166666666,5802192.91,-0.3198198198198198,3774.034238410596
2021-01-31,Marketing,137065.61,33,4153.5,0.303,8613.09,20,,,,,,4153.503333333333
2021-02-28,Marketing,116714.88,24,4863.12,0.183,11994.48,24,-0.1484743693184598,,,,-0.2727272727272727,4863.12
2021-03-31,Marketing,132195.22,49,2697.86,0.192,13739.0,11,0.132633816699293,,128658.57,,1.0416666666666663,2697.8616326530614
2021-04-30,Marketing,156663.83,40,3916.6,0.23,18356.1,16,0.1850945140073898,,135191.31,,-0.183673469387755,3916.59575
2021-05-31,Marketing,163614.15,59,2773.12,0.254,10160.51,12,0.0443645479623471,,150824.4,,0.4750000000000001,2773.121186440678
2021-06-30,Marketing,151340.13,120,1261.17,0.154,15950.06,23,-0.0750180837048628,,157206.03666666665,,1.0338983050847457,1261.16775
2021-07-31,Marketing,140627.28,74,1900.37,0.164,15906.39,12,-0.0707865785499193,,151860.52,,-0.3833333333333333,1900.3686486486488
2021-08-31,Marketing,131151.17,103,1273.31,0.156,10891.17,21,-0.0673845785824769,,141039.5266666667,,0.3918918918918919,1273.3123300970874
2021-09-30,Marketing,109301.91,55,1987.31,0.284,7806.74,9,-0.166595997580502,,127026.78666666668,,-0.4660194174757281,1987.307454545455
2021-10-31,Marketing,119240.35,30,3974.68,0.326,12832.79,12,0.0909264989056457,,119897.81,,-0.4545454545454546,3974.6783333333337
2021-11-30,Marketing,126486.21,30,4216.21,0.311,8732.73,8,0.0607668461221391,,118342.82333333336,,0.0,4216.207
2021-12-31,Marketing,156597.76,43,3641.81,0.221,14267.66,6,0.2380619199515901,,134108.1066666667,1640998.5,0.4333333333333333,3641.808372093024
2022-01-31,Marketing,155942.37,42,3712.91,0.347,9331.87,17,-0.0041851811928855,0.1377206142372256,146342.11333333337,1659875.2600000002,-0.0232558139534884,3712.9135714285712
2022-02-28,Marketing,134052.17,34,3942.71,0.31,8167.38,11,-0.1403736521382865,0.1485439560062951,148864.1,1677212.55,-0.1904761904761904,3942.7108823529416
2022-03-31,Marketing,173837.68,98,1773.85,0.24,16025.78,13,0.2967912417978759,0.3150073051052828,154610.74000000002,1718855.01,1.8823529411764703,1773.8538775510203
2022-04-30,Marketing,166886.14,58,2877.35,0.325,9602.38,22,-0.0399886836961927,0.0652499686749648,158258.66333333336,1729077.32,-0.4081632653061224,2877.3472413793106
2022-05-31,Marketing,161542.81,116,1392.61,0.28,16809.95,5,-0.0320178176569966,-0.012659907471328,167422.21000000002,1727005.98,1.0,1392.6104310344826
2022-06-30,Marketing,176906.25,36,4914.06,0.335,23859.27,10,0.0951044494026072,0.1689315319076307,168445.06666666668,1752572.1,-0.6896551724137931,4914.0625
2022-07-31,Marketing,176228.75,67,2630.28,0.246,24049.06,6,-0.0038297120650061,0.2531619042905473,171559.27000000002,1788173.5699999998,0.8611111111111112,2630.2798507462685
2022-08-31,Marketing,167148.84,100,1671.49,0.15,14883.3,19,-0.0515234319031372,0.2744746386936538,173427.94666666666,1824171.24,0.4925373134328359,1671.4884
2022-09-30,Marketing,133147.57,62,2147.54,0.289,16383.88,22,-0.2034191203480682,0.2181632507611257,158841.72,1848016.9,-0.38,2147.5414516129035
2022-10-31,Marketing,140647.86,38,3701.26,0.247,9703.27,11,0.0563306562785936,0.1795324317649183,146981.42333333334,1869424.41,-0.3870967741935484,3701.25947368421
2022-11-30,Marketing,155180.82,31,5005.83,0.266,16172.87,15,0.1033286962204758,0.2268595920456466,142992.08333333334,1898119.02,-0.1842105263157895,5005.832903225807
2022-12-31,Marketing,174475.65,142,1228.7,0.267,17497.3,21,0.1243377242110204,0.1141644043950564,156768.11000000002,1915996.91,3.580645161290323,1228.7017605633805
2023-01-31,Marketing,161178.38,98,1644.68,0.342,9350.14,10,-0.076212755189621,0.0335765706267001,163611.61666666667,1921232.92,-0.3098591549295775,1644.6773469387756
2023-02-28,Marketing,177489.73,139,1276.9,0.164,24170.89,17,0.1012006076745528,0.3240347396092133,171047.92,1964670.48,0.4183673469387754,1276.9045323741009
2023-03-31,Marketing,170514.1,115,1482.73,0.328,12724.02,24,-0.0393015979009039,-0.0191188699711132,169727.40333333335,1961346.9,-0.1726618705035971,1482.7313043478262
2023-04-30,Marketing,173260.91,149,1162.82,0.166,20052.75,23,0.0161089904002074,0.0381983189257058,173754.91333333336,1967721.67,0.2956521739130435,1162.8248993288591
2023-05-31,Marketing,207604.42,67,3098.57,0.337,14620.73,15,0.1982184556227946,0.2851356244205485,183793.1433333333,2013783.28,-0.5503355704697986,3098.573432835821
2023-06-30,Marketing,211876.24,108,1961.82,0.229,24825.33,14,0.0205767295320589,0.1976752658540892,197580.52333333332,2048753.27,0.6119402985074627,1961.817037037037
2023-07-31,Marketing,178099.93,62,2872.58,0.336,25570.42,5,-0.1594152794102821,0.0106179042863323,199193.53000000003,2050624.45,-0.4259259259259259,2872.579516129032
2023-08-31,Marketing,188999.93,66,2863.64,0.35,28276.21,7,0.0612015962050069,0.1307283376899295,192992.03333333333,2072475.54,0.064516129032258,2863.635303030303
2023-09-30,Marketing,171473.76,54,3175.44,0.251,10844.97,16,-0.0927310925459071,0.2878474612792407,179524.54,2110801.73,-0.1818181818181817,3175.44
2023-10-31,Marketing,151730.21,33,4597.89,0.326,13193.35,10,-0.1151403573351398,0.0787950133048593,170734.63333333333,2121884.08,-0.3888888888888888,4597.885151515151
2023-11-30,Marketing,174814.16,63,2774.83,0.259,14029.14,25,0.1521381272720838,0.1265191149267028,166006.0433333333,2141517.42,0.9090909090909092,2774.827936507937
2023-12-31,Marketing,206508.4,66,3128.92,0.284,21778.42,8,0.1813024757262225,0.1835943869531364,177684.25666666668,2173550.17,0.0476190476190476,3128.915151515152
2021-01-31,SMB,194746.02,98,1987.2,0.245,26285.6,7,,,,,,1987.2042857142856
2021-02-28,SMB,199673.91,70,2852.48,0.327,21478.34,17,0.0253041885015159,,,,-0.2857142857142857,2852.4844285714285
2021-03-31,SMB,172872.24,58,2980.56,0.199,19985.03,5,-0.1342272007394457,,189097.39,,-0.1714285714285713,2980.5558620689653
2021-04-30,SMB,213324.84,46,4637.5,0.322,29555.41,18,0.2340028682453585,,195290.33,,-0.2068965517241379,4637.49652173913
2021-05-31,SMB,213647.77,113,1890.69,0.311,25550.39,19,0.001513794642949,,199948.28333333333,,1.4565217391304346,1890.6882300884956
2021-06-30,SMB,254601.4,212,1200.95,0.2,34328.83,19,0.1916876080663045,,227191.33666666667,,0.8761061946902655,1200.95
2021-07-31,SMB,193497.36,126,1535.69,0.243,19952.13,22,-0.2399988373983804,,220582.17666666667,,-0.4056603773584906,1535.6933333333332
2021-08-31,SMB,194134.42,57,3405.87,0.34,27012.37,24,0.0032923446604131,,214077.72666666663,,-0.5476190476190477,3405.86701754386
2021-09-30,SMB,180990.07,42,4309.29,0.328,16773.09,22,-0.067707467846248,,189540.61666666667,,-0.2631578947368421,4309.287380952381
2021-10-31,SMB,156520.39,56,2795.01,0.182,21310.17,19,-0.1351990194821185,,177214.96,,0.3333333333333332,2795.0069642857147
2021-11-30,SMB,207157.47,101,2051.06,0.199,23567.51,21,0.3235174663186053,,181555.97666666668,,0.8035714285714286,2051.0640594059405
2021-12-31,SMB,208345.96,70,2976.37,0.198,19581.87,14,0.0057371332059614,,190674.6066666667,2389511.85,-0.306930693069307,2976.370857142857
2022-01-31,SMB,221237.73,114,1940.68,0.217,30819.01,7,0.0618767457741922,0.1360320996547197,212247.05333333332,2416003.56,0.6285714285714286,1940.6818421052635
2022-02-28,SMB,198393.82,127,1562.16,0.196,23687.23,11,-0.1032550370138041,-0.0064109026562358,209325.83666666667,2414723.47,0.1140350877192981,1562.156062992126
2022-03-31,SMB,255655.92,203,1259.39,0.232,26654.97,18,0.2886284461884951,0.4788720271108886,225095.82333333333,2497507.15,0.5984251968503937,1259.3887684729066
2022-04-30,SMB,201618.92,161,1252.29,0.317,17933.54,23,-0.2113661205263699,-0.0548736846585703,218556.22,2485801.2300000004,-0.2068965517241379,1252.2914285714287
2022-05-31,SMB,241788.73,50,4835.77,0.154,33382.72,23,0.199236311750901,0.1317166100072095,233021.19000000003,2513942.1900000004,-0.68944099378882,4835.774600000001
2022-06-30,SMB,269161.66,106,2539.26,0.151,22926.08,17,0.1132101152936282,0.0571884522237504,237523.10333333336,2528502.45,1.12,2539.260943396226
2022-07-31,SMB,191946.76,43,4463.88,0.341,17640.32,22,-0.2868718375417954,-0.0080135460246071,234299.05,2526951.85,-0.5943396226415094,4463.878139534884
2022-08-31,SMB,191031.61,45,4245.15,0.33,18878.31,13,-0.0047677283013269,-0.015982791717203,217380.01,2523849.04,0.0465116279069768,4245.1468888888885
2022-09-30,SMB,198345.16,72,2754.79,0.156,16584.22,17,0.0382845017115232,0.0958897358291535,193774.51,2541204.1300000004,0.6000000000000001,2754.793888888889
2022-10-31,SMB,183468.62,47,3903.59,0.318,26044.13,24,-0.0750032922406577,0.1721707312382749,190948.46333333332,2568152.36,-0.3472222222222222,3903.587659574468
2022-11-30,SMB,164829.46,52,3169.8,0.331,17997.61,5,-0.1015931770784562,-0.2043277029788016,182214.41333333333,2525824.35,0.1063829787234043,3169.797307692308
2022-12-31,SMB,209953.55,157,1337.28,0.236,28697.53,10,0.2737622873969252,0.0077159643508326,186083.87666666665,2527431.94,2.019230769230769,1337.2837579617833
2023-01-31,SMB,197875.98,164,1206.56,0.226,14082.05,15,-0.0575249620689908,-0.1055956865946871,190886.33,2504070.19,0.0445859872611464,1206.5608536585366
2023-02-28,SMB,245054.59,104,2356.29,0.326,19071.54,18,0.2384251489240887,0.235192658722938,217628.04,2550730.96,-0.3658536585365853,2356.294134615385
2023-03-31,SMB,223999.65,111,2018.01,0.166,11634.17,22,-0.0859193863701961,-0.1238237315216483,222310.07333333333,2519074.69,0.0673076923076922,2018.0148648648649
2023-04-30,SMB,284340.66,235,1209.96,0.34,20592.58,7,0.2693799298347117,0.4102875861055102,251131.63333333333,2601796.43,1.1171171171171173,1209.960255319149
2023-05-31,SMB,229979.76,55,4181.45,0.28,28844.83,12,-0.1911822952088525,-0.0488400348519139,246106.69000000003,2589987.46,-0.7659574468085106,4181.450181818182
2023-06-30,SMB,233223.86,129,1807.94,0.154,15215.11,9,0.0141060239388022,-0.1335175299483588,249181.42666666667,2554049.66,1.3454545454545452,1807.936899224806
2023-07-31,SMB,248782.65,85,2926.85,0.173,36017.68,19,0.0667118278550058,0.2961023671355536,237328.75666666668,2610885.55,-0.3410852713178295,2926.854705882353
2023-08-31,SMB,190901.55,50,3818.03,0.303,12748.2,24,-0.2326573014637476,-0.0006808297328384,224302.68666666668,2610755.49,-0.4117647058823529,3818.031
2023-09-30,SMB,217165.23,44,4935.57,0.294,27749.2,10,0.137577091437969,0.0948854512003216,218949.81000000003,2629575.56,-0.12,4935.573409090909
2023-10-31,SMB,240586.35,49,4909.93,0.172,12647.11,14,0.1078493090261272,0.3113215219038547,216217.71,2686693.29,0.1136363636363635,4909.925510204082
2023-11-30,SMB,176653.16,53,3333.08,0.332,15462.57,11,-0.2657390579307596,0.0717329292955277,211468.2466666667,2698516.99,0.0816326530612245,3333.078490566038
2023-12-31,SMB,229479.72,175,1311.31,0.288,25867.93,8,0.2990411266914217,0.0930023331351148,215573.0766666667,2718043.16,2.30188679245283,1311.3126857142856
2021-01-31,Sales,373442.35,197,1895.65,0.297,43942.94,22,,,,,,1895.646446700508
2021-02-28,Sales,380079.65,282,1347.8,0.234,20136.51,11,0.0177732921828497,,,,0.4314720812182742,1347.8001773049646
2021-03-31,Sales,430310.5,222,1938.34,0.27,45666.49,25,0.1321587461996451,,394610.8333333333,,-0.2127659574468084,1938.3355855855852
2021-04-30,Sales,471230.04,123,3831.14,0.234,44729.58,13,0.0950930548987301,,427206.73,,-0.4459459459459459,3831.1385365853657
2021-05-31,Sales,402156.18,94,4278.26,0.151,52514.33,18,-0.1465820387851334,,434565.5733333333,,-0.2357723577235772,4278.257234042553
2021-06-30,Sales,383285.03,162,2365.96,0.181,55852.79,15,-0.0469249285190642,,418890.4166666667,,0.7234042553191489,2365.956975308642
2021-07-31,Sales,422881.19,300,1409.6,0.226,36324.62,16,0.1033073480589628,,402774.1333333333,,0.8518518518518519,1409.6039666666666
2021-08-31,Sales,366525.53,107,3425.47,0.311,45072.81,22,-0.1332659416702832,,390897.25,,-0.6433333333333333,3425.472242990654
2021-09-30,Sales,301657.45,201,1500.78,0.334,17459.94,14,-0.1769810686857202,,363688.0566666666,,0.8785046728971964,1500.7833333333333
2021-10-31,Sales,332739.54,77,4321.29,0.274,45309.37,23,0.1030377005441105,,333640.84,,-0.6169154228855722,4321.292727272727
2021-11-30,Sales,304526.36,172,1770.5,0.164,35363.53,14,-0.0847905842509729,,312974.45,,1.2337662337662336,1770.5020930232558
2021-12-31,Sales,326949.04,66,4953.77,0.321,44677.05,17,0.0736313270220678,,321404.98,4495782.86,-0.6162790697674418,4953.773333333333
2022-01-31,Sales,383964.99,181,2121.35,0.277,33206.53,16,0.1743878801418106,0.028177414800437,338480.12999999995,4506305.5,1.7424242424242422,2121.353535911602
2022-02-28,Sales,333674.3,137,2435.58,0.284,40101.66,25,-0.1309772799858654,-0.1220937506125361,348196.11000000004,4459900.15,-0.2430939226519337,2435.5788321167884
2022-03-31,Sales,363713.24,282,1289.76,0.277,37613.04,12,0.0900247336998982,-0.1547655936817716,360450.8433333333,4393302.89,1.0583941605839415,1289.7632624113476
2022-04-30,Sales,417352.12,252,1656.16,0.226,62165.57,25,0.1474757421533514,-0.1143346464075167,371579.88666666666,4339424.97,-0.1063829787234043,1656.1592063492064
2022-05-31,Sales,394066.62,105,3753.02,0.194,32482.23,6,-0.0557934149226317,-0.0201154685724337,391710.66,4331335.41,-0.5833333333333333,3753.015428571429
2022-06-30,Sales,424899.23,221,1922.62,0.156,34648.54,13,0.0782421256588543,0.1085724636832279,412105.99,4372949.61,1.1047619047619048,1922.6209502262443
2022-07-31,Sales,349893.49,276,1267.73,0.333,37339.93,15,-0.1765259494586516,-0.17259623205279,389619.78,4299961.91,0.248868778280543,1267.730036231884
2022-08-31,Sales,301975.53,163,1852.61,0.25,41814.04,25,-0.136950133024767,-0.1761132437350271,358922.75,4235411.91,-0.4094202898550725,1852.6106134969327
2022-09-30,Sales,392995.54,138,2847.79,0.203,29342.13,22,0.3014151842038324,0.3027874498044054,348288.18666666665,4326750.0,-0.1533742331288343,2847.793768115942
2022-10-31,Sales,320666.77,101,3174.92,0.299,29771.79,23,-0.1840447604061866,-0.0362829437102665,338545.9466666667,4314677.23,-0.2681159420289855,3174.9185148514853
2022-11-30,Sales,341687.67,131,2608.3,0.194,51169.01,21,0.0655537210793621,0.1220298630305765,351783.32666666666,4351838.54,0.297029702970297,2608.3028244274806
2022-12-31,Sales,306802.46,103,2978.66,0.301,41758.97,9,-0.1020967774459054,-0.061619939303079,323052.3,4331691.96,-0.2137404580152672,2978.6646601941748
2023-01-31,Sales,373539.55,106,3523.96,0.308,34446.32,7,0.2175246248025519,-0.0271520588374476,340676.56,4321266.52,0.0291262135922329,3523.958018867924
2023-02-28,Sales,431924.63,170,2540.73,0.269,41812.46,13,0.1563022710714301,0.2944497973023394,370755.5466666667,4419516.85,0.6037735849056605,2540.733117647059
2023-03-31,Sales,406134.72,83,4893.19,0.322,20773.02,8,-0.0597092830756144,0.1166344123188916,403866.3,4461938.33,-0.5117647058823529,4893.189397590361
2023-04-30,Sales,477328.33,128,3729.13,0.257,36602.74,25,0.1752955521753965,0.1437064941709174,438462.56,4521914.54,0.5421686746987953,3729.127578125
2023-05-31,Sales,431818.48,182,2372.63,0.209,28420.47,5,-0.095342863894125,0.0958007049670941,438427.1766666667,4559666.4,0.421875,2372.629010989011
2023-06-30,Sales,423272.9,87,4865.21,0.325,32312.19,21,-0.0197897505451827,-0.0038275663620288,444139.9033333333,4558040.07,-0.5219780219780219,4865.205747126437
2023-07-31,Sales,381122.71,94,4054.5,0.252,23111.69,25,-0.099581593813353,0.0892535039734521,412071.3633333333,4589269.29,0.0804597701149425,4054.496914893617
2023-08-31,Sales,451172.48,205,2200.84,0.278,50033.68,9,0.183798467427984,0.4940696684926753,418522.6966666667,4738466.239999999,1.180851063829787,2200.8413658536583
